sample_id,split,scenario_type,scenario_name,speed_mps,accel_mps2,curvature_1pm,num_agents,goal_x_m,goal_y_m
train_000000,train,2,right_turn,8.42076727399807,0.06615085585283084,-0.028455804926895083,0,25.055498123168945,-9.791378021240234
train_000001,train,0,straight_clear,6.9721730111492075,-0.07383326040614832,0.0022797892972392696,1,28.039033889770508,0.2866193950176239
train_000002,train,1,left_turn,8.301720474127077,0.026645334302920907,0.020501059135214206,1,20.888383865356445,5.920691967010498
train_000003,train,3,follow_vehicle,11.81857545654577,-1.0564246564274864,-0.0012561487411038384,1,30.38725471496582,-0.2077736258506775
train_000004,train,4,obstacle_avoidance,6.2441304159382,0.025465082783198787,-0.0018451152545332743,2,28.218032836914062,-1.6521148681640625
train_000005,train,1,left_turn,11.298489618620174,-0.11650387464002944,0.03537393321287781,1,16.298858642578125,7.848472595214844
train_000006,train,1,left_turn,9.288071639743494,-0.012042340856474931,0.027168644239521002,5,21.418010711669922,6.805752277374268
train_000007,train,5,cross_traffic,10.886903168810598,-0.438761524991899,0.0011066974233211254,7,28.4613037109375,0.501223623752594
train_000008,train,3,follow_vehicle,9.473019732984678,-0.8896702470177138,0.001576200875932675,4,22.615224838256836,0.36219537258148193
train_000009,train,1,left_turn,11.938872018716499,-0.09123837757818141,0.04393264014553241,5,20.665699005126953,9.032225608825684
train_000010,train,4,obstacle_avoidance,8.480162372859995,-0.10386788925085529,-0.00045512467581854035,4,23.783723831176758,-1.8635324239730835
train_000011,train,0,straight_clear,6.759585661130055,-0.11304937868534015,-0.0002673085284942678,3,22.641422271728516,-0.7185765504837036
train_000012,train,3,follow_vehicle,9.201820824275327,-0.9410723383949506,0.0003271450651594323,2,31.448820114135742,-0.35390254855155945
train_000013,train,5,cross_traffic,9.3708962755452,-0.982295350110024,0.003279330829657643,7,21.53099250793457,0.4965948164463043
train_000014,train,3,follow_vehicle,7.220403994633369,-0.44289115463140055,-0.003941895919897077,5,19.632129669189453,-0.24260488152503967
train_000015,train,1,left_turn,9.421717031737597,0.1386644265128731,0.05026229122605416,0,21.91411018371582,6.500059127807617
train_000016,train,2,right_turn,6.915824180125644,0.06073044564548388,-0.03633675533416437,4,16.65244483947754,-9.094780921936035
train_000017,train,2,right_turn,8.987800175336998,-0.08633960598614854,-0.026552340018617313,5,24.436792373657227,-7.2760443687438965
train_000018,train,2,right_turn,11.598578812834965,-0.11374652010427055,-0.0253544504376996,1,21.702409744262695,-8.406176567077637
train_000019,train,1,left_turn,6.872679592184793,-0.14195249456134734,0.049748053324150665,2,18.681997299194336,6.182614803314209
train_000020,train,1,left_turn,9.961402325068152,-0.10855751295454895,0.018418362641641893,2,17.522249221801758,6.135028839111328
train_000021,train,4,obstacle_avoidance,5.83284669460183,-0.01877159060945771,-0.0016968507207278031,2,26.07193946838379,2.113919734954834
train_000022,train,0,straight_clear,6.767616334156345,-0.05564115164260275,-0.0034586734232367002,5,28.101654052734375,0.2640904486179352
train_000023,train,5,cross_traffic,8.942661275298747,-0.24465037013707402,0.0023268698298012885,2,21.122509002685547,0.017787953838706017
train_000024,train,3,follow_vehicle,11.770409019737714,-0.4229309964693108,0.0030957018616728283,1,30.76870346069336,0.1990814208984375
train_000025,train,4,obstacle_avoidance,10.257271015384577,0.134263144681983,0.0008854033486808524,3,30.015165328979492,2.336965799331665
train_000026,train,1,left_turn,11.39864370222232,-0.008822610784385876,0.04265455538263806,5,16.588497161865234,8.301657676696777
train_000027,train,3,follow_vehicle,11.966267208739637,-0.4460056806801444,0.001562034003812392,3,19.15864372253418,-0.33393457531929016
train_000028,train,0,straight_clear,10.371703504368986,-0.05888601055202107,5.7829341234952206e-05,3,27.812868118286133,-0.4690764248371124
train_000029,train,2,right_turn,5.108810662406125,-0.009971933213192995,-0.03977946549671478,0,20.012310028076172,-6.94809627532959
train_000030,train,0,straight_clear,10.290838691398262,0.023244730700260164,-0.00260633814101123,6,25.390954971313477,-0.1591641753911972
train_000031,train,5,cross_traffic,8.3965427824089,-0.6759232137700315,0.0006940323044156225,5,29.19931411743164,-0.5016632676124573
train_000032,train,5,cross_traffic,5.3664660195186205,-0.5472296944745858,-0.003138604159917586,5,22.411802291870117,-0.10632657259702682
train_000033,train,3,follow_vehicle,5.773537627419843,-0.6721347319824804,-0.002507468149108962,2,23.03314971923828,-0.2899484932422638
train_000034,train,3,follow_vehicle,5.749846967861271,-0.39925463541748957,0.0023273844129954417,3,21.536569595336914,0.4386962354183197
train_000035,train,5,cross_traffic,8.606308119324844,-0.24890312077686386,0.0004889127552501398,5,29.971155166625977,-0.2743980884552002
train_000036,train,3,follow_vehicle,8.847677116953783,-0.2860736442279001,-0.003857236473334652,2,24.0325927734375,0.11613961309194565
train_000037,train,2,right_turn,7.710929171296394,-0.03824110620124888,-0.03442635762358494,5,22.474262237548828,-5.974089622497559
train_000038,train,5,cross_traffic,8.551910924977234,-0.23569004759177004,-0.001905043778383206,6,26.862659454345703,-0.4861695170402527
train_000039,train,0,straight_clear,6.058785060291597,0.004175300159761119,0.0037482889953615946,5,24.447092056274414,0.43613430857658386
train_000040,train,5,cross_traffic,11.551752997297674,-0.4180869383255814,0.00333774682476127,5,24.07594108581543,-0.6858708262443542
train_000041,train,5,cross_traffic,10.453157656843297,-0.7208094996253979,-0.003576148441150352,6,23.845006942749023,0.528746485710144
train_000042,train,1,left_turn,11.987655166394637,-0.009509974578179337,0.031039959377198282,4,16.731409072875977,7.395031452178955
train_000043,train,0,straight_clear,10.298875652003865,0.04567468184474772,-0.00035033591178855163,3,26.127933502197266,-0.26252269744873047
train_000044,train,0,straight_clear,6.6141117515670285,-0.07603058315722883,0.0027789291684163953,5,28.33690643310547,-0.5009503364562988
train_000045,train,5,cross_traffic,6.906674549377776,-0.37844104555760966,0.0022341624156942165,4,24.2636775970459,0.3919002413749695
train_000046,train,4,obstacle_avoidance,9.017409499843614,-0.12679824872690107,-0.0027371446064269646,4,26.65216064453125,-1.6345562934875488
train_000047,train,0,straight_clear,11.836553700389898,0.12022818749379785,0.00015614691771311583,1,30.542261123657227,-0.45175808668136597
train_000048,train,1,left_turn,8.499021420199036,0.007035404295899816,0.02847184553169508,1,20.153934478759766,6.3780517578125
train_000049,train,0,straight_clear,6.21904748339468,0.05510856768741882,0.0037191670971441567,1,30.360759735107422,0.763128399848938
train_000050,train,4,obstacle_avoidance,8.482570379106086,-0.05190983928009922,0.0019631077611222585,1,21.56595802307129,2.2550697326660156
train_000051,train,4,obstacle_avoidance,6.66739991232999,0.12855417753023013,0.0032757478899088197,7,20.429738998413086,2.1408071517944336
train_000052,train,2,right_turn,8.075210910221923,-0.08413631328010902,-0.02219960326829707,6,18.72797203063965,-5.481434345245361
train_000053,train,0,straight_clear,5.171349577992604,-0.06909506788306971,0.0025190558645073456,0,30.006141662597656,0.04840141162276268
train_000054,train,0,straight_clear,6.710686685551863,-0.03141168116671574,0.0030083992831216044,2,30.39042091369629,-0.5120733976364136
train_000055,train,4,obstacle_avoidance,5.718624022359098,-1.8676960178765078e-06,0.0015598887580950498,6,23.180339813232422,1.8500332832336426
train_000056,train,2,right_turn,6.169970188689343,0.038166010453879996,-0.03350195321246758,6,18.038057327270508,-7.492771625518799
train_000057,train,5,cross_traffic,10.48279972027503,-0.6686620186637455,-0.000960477361225986,5,22.26504135131836,-0.1567905694246292
train_000058,train,4,obstacle_avoidance,9.622431046736189,-0.05746222548271391,-0.0034553018346910776,7,26.671077728271484,2.265510082244873
train_000059,train,3,follow_vehicle,7.589903192651612,-0.5733048811394219,0.00042534170064299114,4,30.76679801940918,-0.36037102341651917
train_000060,train,2,right_turn,10.233090124298355,0.05501473172463728,-0.022789750532896558,6,19.872541427612305,-6.316238880157471
train_000061,train,2,right_turn,8.878376516994669,0.09781381862470832,-0.050744221639612355,1,18.020584106445312,-9.59568977355957
train_000062,train,1,left_turn,5.918029288824441,-0.04092955929920613,0.037570497710754,2,17.499351501464844,7.455950736999512
train_000063,train,5,cross_traffic,9.858384225353248,-0.39992052400073846,-0.0024932583950386827,3,20.76535415649414,-0.08803480118513107
train_000064,train,2,right_turn,8.970418163747306,0.028204103926313038,-0.04344056162211368,5,18.83075523376465,-7.683055877685547
train_000065,train,3,follow_vehicle,10.400459275501543,-0.9582042292505637,0.000295399344504796,6,28.4138126373291,0.11774584650993347
train_000066,train,5,cross_traffic,9.167396367158231,-0.9761576240934647,0.0035835768710284982,4,18.74065399169922,-0.19927334785461426
train_000067,train,2,right_turn,7.423075466901387,0.027894863544443305,-0.019874642217772572,2,17.65452766418457,-6.155056953430176
train_000068,train,3,follow_vehicle,6.484375827914162,-0.9015215622303043,-0.00138026696079901,5,30.233198165893555,0.13523799180984497
