sample_id,split,traj_type,label,speed0_mps,accel_mps2,curvature_1pm,yaw0_rad,dt_s
train_000000,train,straight,0,6.252110230098106,0.04484158050185398,0.001191370145322849,-0.11968817004124034,0.1
train_000001,train,straight,0,6.282597205282103,-0.14877521136167174,0.002979919617767661,-0.06281114442207344,0.1
train_000002,train,left_turn,1,10.909827401195521,0.023282454771753416,0.0456060278497942,0.03485127192281949,0.1
train_000003,train,left_turn,1,8.12073241310505,0.05794832449881309,0.04658088158100234,0.13892208093965958,0.1
train_000004,train,right_turn,2,8.475426726256636,-0.045549594082878134,-0.05485590720867284,0.014586489588710871,0.1
train_000005,train,right_turn,2,4.095925710382684,-0.031808756257525196,-0.028877323214524034,0.09299853449204626,0.1
train_000006,train,accelerate,3,10.415978767597329,1.7264596651760031,0.0038948267139241113,-0.12640965318095312,0.1
train_000007,train,straight,0,5.941840973242037,0.09985078116467667,-0.00033817110428942064,0.05355797954470852,0.1
train_000008,train,right_turn,2,6.858937432657966,-0.0009218763303108446,-0.0265964204763209,0.10214774608218143,0.1
train_000009,train,decelerate,4,10.524961151873036,-2.0983882621194154,0.009986288857389421,0.14773048901816077,0.1
train_000010,train,left_turn,1,10.676159315197129,-0.02103743638126201,0.040246086503228265,0.12851748727382467,0.1
train_000011,train,straight,0,5.640297907566138,0.04220970929639369,-0.0033734683110814307,0.09197727292713999,0.1
train_000012,train,accelerate,3,9.228647015453074,2.7660926268853654,0.007889541029792408,-0.06823153907079159,0.1
train_000013,train,right_turn,2,5.783297040218977,0.03587113695750195,-0.03106407037608297,0.14757299017882264,0.1
train_000014,train,decelerate,4,7.741175401179298,-1.8681712494995266,-0.0051488357554721545,0.0602977627174879,0.1
train_000015,train,right_turn,2,11.491577673832907,-0.020049781869475394,-0.05376287714415976,-0.0924694132885623,0.1
train_000016,train,left_turn,1,9.578488759757604,-0.05280663079062036,0.03464925549347794,0.11812393058272294,0.1
train_000017,train,accelerate,3,6.998624671584989,1.5707237892999013,0.00864171349906684,-0.06693261585773565,0.1
train_000018,train,accelerate,3,9.45519243960776,1.012273343076547,0.005293784253109957,-0.04481495519821974,0.1
train_000019,train,right_turn,2,9.936939580300091,0.011364170499251225,-0.048446473213498,-0.0637706678024322,0.1
train_000020,train,left_turn,1,7.085979711127653,0.004073917160314622,0.04473741892677927,-0.03291098347915489,0.1
train_000021,train,right_turn,2,8.597877386776602,-0.05183181588657202,-0.05455645223968986,0.05944619925875924,0.1
train_000022,train,left_turn,1,9.664077075730471,-0.033682789331101894,0.033306283896166314,-0.0747540611294278,0.1
train_000023,train,straight,0,9.42924644412132,-0.12269459979354107,0.0035200813608039522,0.09853811782395032,0.1
train_000024,train,left_turn,1,4.657027511258588,-0.022769828884339694,0.04282978636381656,-0.010059548960667008,0.1
train_000025,train,accelerate,3,6.544086256352304,2.7211151456385303,0.004938473269187844,-0.043453160931604735,0.1
train_000026,train,left_turn,1,11.485105312743421,-0.055641798924774145,0.03485706269079864,0.040014631399448775,0.1
train_000027,train,decelerate,4,5.800108652315122,-1.481447826394598,-0.0072222214006285234,0.08839040994197579,0.1
train_000028,train,decelerate,4,4.432008548639762,-1.7846055202635507,-0.006548234202480867,0.004809637511480868,0.1
train_000029,train,decelerate,4,6.866366393533835,-2.5341832370046022,0.004843750016319557,0.011342585903193658,0.1
train_000030,train,decelerate,4,9.349666492256356,-2.4230495326762025,0.007163714298187011,-0.004128768381220082,0.1
train_000031,train,right_turn,2,9.633943626943918,0.07083401849489739,-0.044457019489420116,0.12289498246373498,0.1
train_000032,train,accelerate,3,6.256032921753276,2.6295613980744696,-0.006251695861538722,0.06335462464089701,0.1
train_000033,train,right_turn,2,11.860205055006578,-0.029887386820557783,-0.03318923146290308,-0.1449665889402247,0.1
train_000034,train,left_turn,1,5.110839843793065,0.023211356318668042,0.028986175395201354,-0.08828701080447122,0.1
train_000035,train,left_turn,1,11.353871199338574,-0.02417461698605148,0.04675093365689599,-0.02767783581701293,0.1
train_000036,train,left_turn,1,6.898613846704377,0.06447850124193802,0.04149467890186091,0.03123772114246771,0.1
train_000037,train,left_turn,1,5.5795187268381445,0.014490229326763738,0.023786913625051764,-0.1016833273704729,0.1
train_000038,train,decelerate,4,7.854865092395864,-1.5188783042718041,-0.004225570869786084,0.02087424200301652,0.1
train_000039,train,right_turn,2,4.019231047386691,-0.018208945295208136,-0.03215686011375621,-0.05589504392947809,0.1
train_000040,train,decelerate,4,7.869785670341916,-1.7427455128997469,0.0026734834221395177,0.12458432426606046,0.1
train_000041,train,decelerate,4,10.640021466230307,-1.958148395267472,-0.008674637193984121,0.08290014511911421,0.1
train_000042,train,left_turn,1,4.6846550288540545,0.05006459779223953,0.031306589743423666,0.0069868951309501656,0.1
train_000043,train,right_turn,2,11.328303278787164,-0.08369846875704129,-0.03917288724067032,0.05940999376023145,0.1
train_000044,train,accelerate,3,11.462305432502166,2.2102111445200032,-0.0027130771967513036,-0.09492517105309282,0.1
train_000045,train,decelerate,4,9.126300585894578,-1.4084196495725476,-0.0011928128161342699,0.027455160394967214,0.1
train_000046,train,left_turn,1,9.864581139018469,-0.09095282435559444,0.03357625084395505,0.05514677804145596,0.1
train_000047,train,decelerate,4,11.446260043589497,-1.8597808176700839,-0.0010171401154186021,0.11700405805961904,0.1
train_000048,train,left_turn,1,7.854117198975085,-0.04470433554264319,0.038980163624639526,0.0630428145088002,0.1
train_000049,train,decelerate,4,11.080410263925394,-1.3134960676507694,-0.009461347492499281,-0.07587442276718552,0.1
train_000050,train,left_turn,1,10.557758171548706,0.02756795719653711,0.03264838265305686,0.047866640643565696,0.1
train_000051,train,left_turn,1,11.787360766259035,0.03439263949214795,0.040006962434949105,0.07683951023689518,0.1
train_000052,train,decelerate,4,5.370885442241557,-2.2914767864454397,0.007590537926141596,-0.1333665172476682,0.1
train_000053,train,right_turn,2,4.441184507640389,0.05166903713076035,-0.052229555748850645,0.12717379288103087,0.1
train_000054,train,straight,0,4.209574540979917,-0.12675670637599357,-0.00021676712418484457,0.0722631531997618,0.1
train_000055,train,decelerate,4,10.359241626905117,-1.9559612468815335,0.0030598947749615247,0.08347049392656437,0.1
train_000056,train,right_turn,2,8.640496471881178,-0.05481298788532845,-0.022345748696077312,0.10332479740594884,0.1
train_000057,train,decelerate,4,7.4227637835503035,-2.063231643778837,0.006321220065320452,0.01841198218162281,0.1
train_000058,train,left_turn,1,11.196260912790546,0.0013617291446027969,0.04812072506812549,0.10845984874568664,0.1
train_000059,train,right_turn,2,5.423772382918184,0.06684012057152129,-0.020382035682817337,0.0054330173868683,0.1
train_000060,train,right_turn,2,8.115609619006674,0.025207220757267182,-0.01903642607017692,-0.13550538236930756,0.1
train_000061,train,decelerate,4,11.036698942402635,-1.1962416339709214,0.001002104825278518,-0.12284426794035581,0.1
train_000062,train,left_turn,1,6.8757331146788605,0.0539859376428318,0.04242666047395572,0.04812579828245783,0.1
train_000063,train,accelerate,3,6.198146600749537,2.5015388065533473,-0.003856900938892989,0.14618684338427557,0.1
train_000064,train,accelerate,3,9.214278471809628,1.0202621077270901,0.006602659293021081,-0.0009092021209597956,0.1
train_000065,train,straight,0,8.840372633938205,-0.07861659596904196,0.001974968921542411,0.02764862887810263,0.1
train_000066,train,decelerate,4,5.040672385920038,-1.2560382664251228,-0.0009124933869620966,-0.060943445432281924,0.1
train_000067,train,left_turn,1,8.849893999768575,0.0825710667948252,0.02298654757372744,-0.06371637422599058,0.1
train_000068,train,left_turn,1,8.686098129643772,0.09155585055437682,0.027984114459992247,-0.04507407534443098,0.1
